brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,is_luxury_brand,has_accident,has_clean_title
Ford,F-250 Lariat,2019,85000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,52500,6,12142.857142857143,0,1,1
Mercedes-Benz,AMG GT AMG GT,2017,19324,Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,75000,8,2147.1111111111113,1,0,1
Cadillac,Escalade Platinum,2018,49273,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,54000,7,6159.125,0,0,1
BMW,M3 Base,2017,44000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,55000,8,4888.888888888889,1,0,1
Dodge,Challenger SRT8,2010,70000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,22000,15,4375.0,0,0,1
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,33490,9,14329.0,1,0,1
Ford,F-350 Platinum,2019,69205,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,73500,6,9886.42857142857,0,0,1
Chevrolet,Tahoe LTZ,2015,123500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,25650,10,11227.272727272728,0,0,1
Audi,Q7 3.0T Prestige,2018,70773,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30950,7,8846.625,1,0,1
Jeep,Patriot Latitude,2015,109000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7599,10,9909.09090909091,0,1,1
INFINITI,QX70 Base,2014,71097,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,18995,11,5924.75,0,0,1
Nissan,240SX Base,1996,160490,–,–,5-Speed M/T,Gray,Black,None reported,Yes,15500,29,5349.666666666667,0,0,1
Cadillac,ATS 2.5L,2014,80400,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15000,11,6700.0,0,1,1
Toyota,RAV4 Base,2010,123620,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,9900,15,7726.25,0,1,1
Acura,TSX Technology,2011,187883,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,5500,14,12525.533333333333,0,0,1
Honda,Civic Sport,2022,25420,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,24500,3,6355.0,0,0,1
BMW,M3 Base,2011,129999,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,29999,14,8666.6,1,0,1
BMW,M3 Base,2008,41048,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,38490,17,2280.4444444444443,1,0,1
Nissan,Cube 1.8 S,2010,72500,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,6750,15,4531.25,0,0,1
RAM,ProMaster 3500 Tradesman,2014,143390,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,13000,11,11949.166666666666,0,0,1
Acura,RDX Base,2018,68425,Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,23500,7,8553.125,0,1,1
Toyota,4Runner Limited,2018,95000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Brown,None reported,Yes,33000,7,11875.0,0,0,1
RAM,1500 Limited,2019,29000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,49500,6,4142.857142857143,0,1,1
Chevrolet,Corvette Base,2003,145000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,22000,22,6304.347826086957,0,0,1
Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,14995,14,6577.2,0,0,1
Volvo,S80 T6,2009,97615,Gasoline,281.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,10500,16,5742.058823529412,0,0,1
Porsche,Cayenne S,2014,36000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,37000,11,3000.0,1,0,1
Mazda,CX-30 Select,2021,61874,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,22389,4,12374.8,0,0,1
Chrysler,Town & Country Touring,2012,74582,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,None reported,Yes,8500,13,5327.285714285715,0,0,1
INFINITI,FX37 Base,2013,51500,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,23900,12,3961.5384615384614,0,0,1
Toyota,FJ Cruiser Base,2007,193827,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14950,18,10201.421052631578,0,0,1
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,36950,6,7633.285714285715,0,0,1
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,40000,13,7357.142857142857,1,1,1
BMW,428 Gran Coupe i xDrive,2016,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,20999,9,5900.0,1,1,1
Lexus,GX 460 Premium,2017,82000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,32900,8,9111.111111111111,1,0,1
Porsche,Panamera Edition,2016,60000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45000,9,6000.0,1,0,1
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,47000,8,10441.222222222223,0,0,1
Lexus,IS 350 Base,2015,62600,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,27500,10,5690.909090909091,1,0,1
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,19000,11,7037.5,1,0,1
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,17999,11,6375.0,1,0,1
Chevrolet,Camaro 1LT,2017,74000,Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,19800,8,8222.222222222223,0,0,1
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000,11,9257.916666666666,0,1,1
Toyota,Camry Solara SLE,2007,37216,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,14995,18,1958.7368421052631,0,1,1
Jaguar,F-TYPE S,2015,25786,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38500,10,2344.181818181818,0,0,1
Jeep,Gladiator Sport,2021,15520,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None reported,Yes,40459,4,3104.0,0,0,1
Porsche,Cayenne Diesel,2015,97300,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,29995,10,8845.454545454546,1,0,1
Chevrolet,Camaro Base,2002,89000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10400,23,3708.3333333333335,0,0,1
Porsche,Cayenne S,2015,52111,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,37500,10,4737.363636363636,1,1,1
Lexus,ES 350 Base,2010,113500,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,11000,15,7093.75,1,1,1
Audi,Q3 2.0T Premium Plus,2015,155382,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,13500,10,14125.636363636364,1,1,1
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,33995,9,4964.3,1,1,1
BMW,650 i xDrive,2015,76474,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000,10,6952.181818181818,1,0,1
Porsche,Cayman Base,2016,10431,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,50999,9,1043.1,1,0,1
INFINITI,FX50 Base,2009,190120,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,12500,16,11183.529411764706,0,1,1
Ford,F-150 XLT,2020,92000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,29999,5,15333.333333333334,0,0,1
Chevrolet,Camaro 2LT,2017,24000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,32000,8,2666.6666666666665,0,0,1
RAM,1500 Big Horn,2020,25396,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250,5,4232.666666666667,0,0,1
Chevrolet,Silverado 2500 H/D,2001,167000,Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,6500,24,6680.0,0,1,1
RAM,1500 Laramie,2022,18645,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,49700,3,4661.25,0,0,1
Ford,Mustang V6,2016,54000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23999,9,5400.0,0,0,1
Hyundai,Accent GL,2003,83000,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,2900,22,3608.695652173913,0,0,1
Ford,F-150 XLT,2021,43329,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,43642,4,8665.8,0,0,1
Lexus,RC F Base,2015,51400,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,43000,10,4672.727272727273,1,0,1
Chevrolet,Suburban 1500 LT,2015,153800,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,23000,10,13981.818181818182,0,1,1
Dodge,Viper SRT-10,2003,10800,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,65499,22,469.5652173913044,0,0,1
RAM,1500 Laramie,2020,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,48815,5,1743.0,0,0,1
BMW,328 i,2014,84709,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,13800,11,7059.083333333333,1,0,1
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,45770,6,4785.714285714285,1,0,1
BMW,M4 Base,2015,98000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,32999,10,8909.09090909091,1,0,1
BMW,750 i,2008,94653,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,7300,17,5258.5,1,1,1
Ford,Expedition Limited,2023,9281,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,85000,2,3093.6666666666665,0,0,1
Chevrolet,Traverse Premier,2023,11806,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,47000,2,3935.3333333333335,0,0,1
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015,–,–,4-Speed A/T,Gray,Gray,None reported,Yes,22500,32,2121.6666666666665,1,0,1
Cadillac,Escalade Platinum,2020,48613,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,61500,5,8102.166666666667,0,1,1
RAM,3500 Tradesman,2023,2990,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,69900,2,996.6666666666666,0,1,1
Audi,TT 1.8L,2005,124747,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900,20,5940.333333333333,1,0,1
RAM,1500 Big Horn,2021,24000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,42000,4,4800.0,0,0,1
Mazda,CX-7 Sport,2009,113000,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5499,16,6647.058823529412,0,0,1
INFINITI,QX60 Base,2017,89106,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,18000,8,9900.666666666666,0,0,1
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000,8,2444.4444444444443,0,1,1
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,57000,3,1188.25,0,0,1
Chevrolet,Camaro 1SS,2021,15000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,43500,4,3000.0,0,0,1
Chevrolet,Tahoe Base,1997,229000,Diesel,180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,19500,28,7896.551724137931,0,1,1
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500,11,3533.3333333333335,1,0,1
Land,Rover Defender S,2023,15840,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,69900,2,5280.0,0,0,1
Porsche,Cayenne S,2016,76200,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,42000,9,7620.0,1,0,1
Chevrolet,Suburban Premier,2019,105667,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,39000,6,15095.285714285714,0,0,1
Chevrolet,Suburban Premier,2019,51338,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,49900,6,7334.0,0,0,1
Dodge,Dart SE,2016,76857,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,8100,9,7685.7,0,1,1
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500,6,11457.142857142857,0,0,1
Toyota,Sequoia SR5,2002,244200,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3950,23,10175.0,0,1,1
Ford,Mustang GT,2014,38560,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28500,11,3213.3333333333335,0,1,1
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,84999,5,2083.3333333333335,0,0,1
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,20999,9,4530.3,0,0,1
Ford,Focus ST Base,2014,110000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495,11,9166.666666666666,0,0,1
Cadillac,CTS Luxury,2011,66200,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16499,14,4413.333333333333,0,0,1
Subaru,Baja Base,2003,71000,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,14900,22,3086.9565217391305,0,0,1
Toyota,Highlander XLE,2019,81301,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,30275,6,11614.42857142857,0,0,1
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900,6,1004.7142857142857,0,0,1
Dodge,Durango SRT,2020,36000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,62000,5,6000.0,0,0,1
Acura,TSX 2.4,2010,116000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9000,15,7250.0,0,1,1
Chevrolet,Camaro 2SS,2018,42780,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41100,7,5347.5,0,1,1
BMW,640 Gran Coupe i,2014,39886,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,26000,11,3323.8333333333335,1,1,1
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,15400,11,12616.666666666666,1,0,1
Alfa,Romeo Giulia Base,2017,48000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,20500,8,5333.333333333333,0,0,1
Rolls-Royce,Ghost Base,2011,79000,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,80300,14,5266.666666666667,0,1,1
Dodge,Challenger R/T,2020,54000,Gasoline,372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,34000,5,9000.0,0,0,1
Porsche,Cayenne Base,2016,110000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,25900,9,11000.0,1,1,1
Mercedes-Benz,Metris Base,2020,14000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,48000,5,2333.3333333333335,1,0,1
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777,8,9566.777777777777,1,1,1
Lexus,RC 350 Base,2016,77856,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,None reported,Yes,30919,9,7785.6,1,0,1
GMC,Acadia SLE-1,2015,115282,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433,10,10480.181818181818,0,1,1
MINI,Cooper Base,2003,103726,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,5995,22,4509.826086956522,0,1,1
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,13250,17,2211.1111111111113,0,0,1
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33333,6,11357.142857142857,0,0,1
Toyota,Highlander Limited,2008,165520,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000,17,9195.555555555555,0,1,1
BMW,650 Gran Coupe i,2014,92000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24000,11,7666.666666666667,1,1,1
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,55000,2,500.0,0,0,1
Pontiac,Solstice GXP,2008,38100,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950,17,2116.6666666666665,0,0,1
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,38999,7,5265.625,0,0,1
Porsche,Cayenne Diesel,2014,86818,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500,11,7234.833333333333,1,0,1
Toyota,Avalon Limited,2008,111300,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Beige,None reported,Yes,7900,17,6183.333333333333,0,0,1
BMW,M3 Base,2011,98200,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,27000,14,6546.666666666667,1,0,1
Porsche,Panamera Base,2018,42500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,53999,7,5312.5,1,1,1
Jeep,Wrangler Sport,2001,171000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,15000,24,6840.0,0,1,1
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,40250,12,1917.923076923077,1,1,1
Audi,RS 4 Base,2007,99769,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,29995,18,5251.0,1,0,1
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900,17,3736.1111111111113,1,0,1
GMC,Yukon Denali,2021,30022,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,74500,4,6004.4,0,1,1
Porsche,Panamera 4S,2017,42596,Gasoline,440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,78000,8,4732.888888888889,1,0,1
Ford,Explorer XLT,2021,33705,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995,4,6741.0,0,1,1
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,31000,9,6330.0,0,0,1
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,52000,2,1566.6666666666667,0,0,1
Hummer,H3 Base,2010,107481,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,13500,15,6717.5625,0,0,1
Volvo,850 Turbo,1995,94000,–,–,A/T,White,Black,None reported,Yes,4500,30,3032.2580645161293,0,0,1
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,26800,8,14222.222222222223,0,0,1
Chevrolet,Camaro 2SS,2018,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000,7,3250.0,0,0,1
Audi,S6 4.0T,2015,74000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950,10,6727.272727272727,1,0,1
